name,highway
"['Đường số 4', 'Đường Bùi Hữu Diên']",['residential']
"['Đường số 4', 'Đường số 1']",['residential']
"['Đường số 4', 'Đường số 1A']",['residential']
"['Đường số 43B', 'Hẻm 165 Nguyễn Văn Luông']",['residential']
"['Đường số 47', 'Đường Số 42']",['residential']
"['Đường số 47', 'Đường số 30']",['residential']
"['Đường số 5', 'Hẻm 174/65 Thái Phiên']",['residential']
"['Đường số 5', 'Đường Số 5']",['residential']
"['Đường số 57', 'Đường số 61']",['residential']
"['Đường số 5A (Hẻm 9 Tô Hiệu)', 'Hẻm 149 Lý Thánh Tông']",['residential']
"['Đường số 64', 'Đường số 81']",['residential']
"['Đường số 70', 'Đường số 69', 'Đường số 77']",['residential']
"['Đường số 71', 'Đường số 62']",['residential']
"['Đường số 8', 'Hẻm 26 Đường Số 8']",['residential']
"['Đường Đinh Bộ Lĩnh', 'Cầu Đinh Bộ Lĩnh']",['primary']
"['Đường Đinh Điền', 'Hẻm 91 Nguyễn Thanh Tuyền']",['residential']
"['Đường Đỗ Ngọc Thạnh', 'Đỗ Ngọc Thạnh']",['tertiary']
"['Đường Đỗ Nhuận', 'Hẻm 1 Đường Sơn Kỳ']",['residential']
"['Đặng Minh Trứ', 'Hẻm 61 Đường số 1']",['residential']
"['Đỗ Mười', 'Đường Đỗ Mười']",['trunk']
hẻm 122 Đặng Văn Ngữ,['residential']
hẻm 133 Đặng Văn Ngữ,['residential']
hẻm 136 Đặng Văn Ngữ,['residential']
hẻm 137 Lê Văn Sỹ,['residential']
hẻm 140 Đặng Văn Ngữ,['residential']
hẻm 150 Đặng Văn Ngữ,['residential']
hẻm 156 Đặng Văn Ngữ,['residential']
hẻm 168 Đặng Văn Ngữ,['residential']
hẻm 172 Đặng Văn Ngữ,['residential']
hẻm 174 Đặng Văn Ngữ,['residential']
hẻm 183 Lê Văn Sỹ,['residential']
hẻm 189 Lê Văn Sỹ,['residential']
hẻm 231 Lê Văn Sỹ,['residential']
hẻm 33 Lê Văn Sỹ,['residential']
hẻm 384 Huỳnh Văn Bánh,['residential']
hẻm 463 Huỳnh Văn Bánh,['residential']
hẻm 511 Huỳnh Văn Bánh,['residential']
hẻm 529 Huỳnh Văn Bánh,['residential']
hẻm 533 Huỳnh Văn Bánh,['residential']
hẻm 63 Lê Văn Sỹ,['residential']
hẻm 95 Lê Văn Sỹ,['residential']
lên Cầu Calmette,['secondary']
Âu Cơ,['secondary']
Âu Dương Lân,"['residential', 'tertiary']"
Ích Thiện,['residential']
Ðinh Công Tráng,['residential']
Ðinh Lễ,['residential']
Ðiện Biên Phủ,['primary']
Ðường Số 1 Cư Xá Đô Thành,['residential']
Ðường Số 2 Cư Xá Đô Thành,['residential']
Ðường Số 3 Cư Xá Đô Thành,['residential']
Ðường Số 4 Cư Xá Đô Thành,['residential']
Ðường Số 5 Cư Xá Đô Thành,['residential']
Ðặng Thị Nhu,['residential']
Ðề Thám,"[""['primary_link', 'residential']"", 'residential']"
Ðồng Khởi,['tertiary']
Ðỗ Quang Ðẩu,['tertiary']
Ông Ích Khiêm,['secondary']
Út Tịch,['tertiary']
Đi Hầm Thủ Thiêm,['trunk_link']
Đi Võ Văn Kiệt,['primary_link']
Đinh Hòa,['tertiary']
Đinh Liệt,['residential']
Đinh Tiên Hoàng,['primary']
Điện Biên Phủ,"['primary', 'primary_link', 'tertiary_link', 'trunk', 'trunk_link']"
Đoàn Công Bửu,['residential']
Đoàn Kết,['residential']
Đoàn Phú Tứ,['residential']
Đoàn Thị Điểm,['residential']
Đoàn Văn Bơ,"['secondary', 'secondary_link', 'tertiary']"
Đàm Thận Huy,['residential']
Đào Cam Mộc,['residential']
Đào Duy Anh,['secondary']
Đào Duy Từ,['residential']
Đào Nguyên Phổ,['residential']
Đào Tấn,['residential']
Đình Nghi Xuân,['residential']
Đô Đốc Chấn,['residential']
Đô Đốc Long,['residential']
Đô Đốc Lộc,['residential']
Đô Đốc Thủ,['residential']
Đông Du,['residential']
Đông Hưng Thuận 10,['residential']
Đông Hưng Thuận 10B,['residential']
Đông Hưng Thuận 11,['residential']
Đông Hưng Thuận 12,['residential']
Đông Hưng Thuận 13,['residential']
Đông Hưng Thuận 17,['residential']
Đông Hưng Thuận 19,['residential']
Đông Hưng Thuận 2,['residential']
Đông Hưng Thuận 21,['residential']
Đông Hưng Thuận 23,['residential']
Đông Hưng Thuận 27,['residential']
Đông Hưng Thuận 3,['residential']
Đông Hưng Thuận 31,['residential']
Đông Hưng Thuận 33,['residential']
Đông Hưng Thuận 39,['residential']
Đông Hưng Thuận 40,['residential']
Đông Hưng Thuận 41,['residential']
Đông Hưng Thuận 42,['residential']
Đông Hưng Thuận 45,['residential']
Đông Hưng Thuận 5,['residential']
Đông Hưng Thuận 6,['residential']
Đông Hưng Thuận 7,['residential']
Đông Hưng Thuận 8,['residential']
Đông Hưng Thuận 9,['residential']
Đông Hồ,['residential']
Đông Sơn,['residential']
Đường 12A,['residential']
Đường 12B,['residential']
Đường Số 9,"['residential', 'tertiary']"
Đường số 1,['residential']
Đường số 2,['residential']
Đường số 3,['residential']
Đường số 4,['residential']
Đường số 6,['residential']
Đường số 7,['residential']
Đướng 12,['residential']
Đướng D,['residential']
Đướng Số 8,['residential']
Đường 102 Cao Lỗ,['residential']
Đường 10A,['residential']
Đường 10B,['residential']
Đường 10C,['residential']
Đường 12A,['residential']
Đường 139,['residential']
Đường 13A,['residential']
Đường 152A Cao Lỗ,['residential']
Đường 18E,"['secondary', 'tertiary']"
Đường 195 Bùi Minh Trực,['residential']
Đường 1A,['residential']
Đường 1B,['residential']
Đường 1C,['residential']
Đường 1E,['residential']
Đường 1F,['residential']
Đường 2 (B),['residential']
Đường 2 (D),['residential']
Đường 20 Cộng Hòa,['residential']
Đường 218 Cao Lỗ,['residential']
Đường 232 Cao Lỗ,['residential']
Đường 239 Bùi Minh Trực,['residential']
Đường 25A,['residential']
Đường 266 Bùi Minh Trực,['residential']
Đường 270 Cao Lỗ,['residential']
Đường 277 Minh Phụng,['residential']
Đường 2A,['residential']
Đường 3 Tháng 2,['primary']
Đường 30 Tháng 4,['residential']
Đường 302 Bông Sao,['residential']
Đường 302A Bông Sao,['residential']
Đường 302B Bông Sao,['residential']
Đường 320 Bông Sao,['residential']
Đường 320A Bông Sao,['residential']
Đường 394 Tạ Quang Bửu,['residential']
Đường 3A,['residential']
Đường 3B,['residential']
Đường 3C,['residential']
Đường 4 (C),['residential']
Đường 4A,['residential']
Đường 5A,['residential']
Đường 5B,['residential']
Đường 5C,['residential']
Đường 6A,['residential']
Đường 6B,['residential']
Đường 6C,['residential']
Đường 6D,['residential']
Đường 783 Tạ Quang Bửu,['residential']
Đường 783A,['residential']
Đường 7A,['residential']
Đường 817 Tạ Quang Bửu,['residential']
Đường 817A Tạ Quang Bửu,['residential']
Đường 84 Cao Lỗ,['residential']
Đường 892 Tạ Quang Bửu,['residential']
Đường 8A,['residential']
Đường 8B,['residential']
Đường 8C,['residential']
Đường 8D,['residential']
Đường 9A,"['primary', 'residential']"
Đường A,['residential']
Đường A1,"['residential', 'tertiary']"
Đường A2,['residential']
Đường A4,['residential']
Đường A75,['residential']
Đường An Dương Vương,"['primary', 'secondary']"
Đường An Hội,['residential']
Đường An Nhơn,['residential']
Đường An Phú,"[""['unclassified', 'residential']"", 'residential']"
Đường B,['residential']
Đường B1,['residential']
Đường B2,['residential']
Đường B3,['residential']
Đường B4,['residential']
Đường B5,['residential']
Đường B6,['residential']
Đường B7,['residential']
Đường Ba Đình,"['residential', 'tertiary']"
Đường Bà Hạt,['tertiary']
Đường Bà Ký,['residential']
Đường Bà Lài,"['residential', 'tertiary']"
Đường Bàu Cát 8,['residential']
Đường Bãi Sậy,"['residential', 'tertiary']"
Đường Bình Tiên,['tertiary']
Đường Bình Tây,['residential']
Đường Bình Đông,['tertiary']
Đường Bùi Cẩm Hổ,['residential']
Đường Bùi Huy Bích,['tertiary']
Đường Bùi Hữu Diên,['residential']
Đường Bùi Hữu Nghĩa,['tertiary']
Đường Bạch Vân,['residential']
Đường Bạch Đằng,['primary']
Đường Bế Văn Cấm,['tertiary']
Đường Bến Vân Đồn,['secondary']
Đường Bờ Bao,['tertiary']
Đường C,['residential']
Đường C1,['residential']
Đường C12,['secondary']
Đường C18,['residential']
Đường C2,['residential']
Đường C22,['residential']
Đường C27,['residential']
Đường C3,['residential']
Đường C4,['residential']
Đường C6,['residential']
Đường CN1,['tertiary']
Đường CN13,['tertiary']
Đường CN2,['tertiary']
Đường CN3,['residential']
Đường CN4,['residential']
Đường CN5,['residential']
Đường Cao Bá Quát,['residential']
Đường Cao Lỗ,['tertiary']
Đường Cao Văn Lầu,['residential']
Đường Cao Văn Ngọc,['residential']
Đường Cao Xuân Dục,['tertiary']
Đường Chiến Lược,['tertiary']
Đường Chu Thiên,['residential']
Đường Chu Văn An,['residential']
Đường Châu Văn Liêm,['primary']
Đường Chợ Lớn,['residential']
Đường Cây Keo,['residential']
Đường Cây Sung,['residential']
Đường Cô Bắc,['residential']
Đường Cư Xá Phú Lâm D,['residential']
Đường Cộng Hoà,['primary']
Đường Cộng Hòa,['primary']
Đường D,['residential']
Đường D1,"['residential', 'secondary']"
Đường D10,['residential']
Đường D11,['residential']
Đường D12,['residential']
Đường D13,['residential']
Đường D14A,['residential']
Đường D14B,['residential']
Đường D15,['residential']
Đường D16,['residential']
Đường D2,"['residential', 'tertiary']"
Đường D3,['residential']
Đường D5,['tertiary']
Đường D52,['residential']
Đường D6,"['residential', 'tertiary']"
Đường D8,['residential']
Đường D9,['residential']
Đường DCT1,['residential']
Đường DCT11,['residential']
Đường DCT15,['residential']
Đường DCT2,['residential']
Đường DCT4,['residential']
Đường DCT5,['residential']
Đường DCT6,['residential']
Đường DCT8,['residential']
Đường DCT9,['residential']
Đường DD10,['residential']
Đường DD11,['residential']
Đường DD12,['residential']
Đường DD2,['residential']
Đường DD3-1,['residential']
Đường DD4,['residential']
Đường DD4-1,['residential']
Đường DD4-2,['residential']
Đường DD4-3,['residential']
Đường DD5,['residential']
Đường DD6,['residential']
Đường DD7,['residential']
Đường DD7-1,['residential']
Đường DD9,['residential']
Đường DN10,['residential']
Đường DN11,['residential']
Đường DN12,['residential']
Đường DN13,['residential']
Đường DN3,['residential']
Đường DN3 Ngã Tư Phố Chợ,['residential']
Đường DN4,['residential']
Đường DN5,['residential']
Đường DN6,['residential']
Đường DN7,['residential']
Đường DN8,['residential']
Đường DN9,['residential']
Đường Duy Tân,['residential']
Đường Dân Trí,['residential']
Đường Dã Tượng,['residential']
Đường Dương Khuê,['residential']
Đường Dương Quang Trung,['residential']
Đường Dương Thị Giang,['residential']
Đường Dương Tử Giang,"['residential', 'tertiary']"
Đường Dương Đức Hiền,['residential']
Đường Dạ Nam,['secondary']
Đường F,['residential']
Đường G1,['residential']
Đường Gia Phú,"['residential', 'tertiary']"
Đường Gò Công,['residential']
Đường Gò Dầu,['tertiary']
Đường Hai Bà Trưng,['primary']
Đường Hoa Bằng,"['residential', 'tertiary']"
Đường Hoa Cúc,['residential']
Đường Hoa Lan,['residential']
Đường Hoa Phượng,['residential']
Đường Hoa Sứ,['residential']
Đường Hoài Thanh,['tertiary']
Đường Hoàng Bật Đạt,['residential']
Đường Hoàng Diệu,['residential']
Đường Hoàng Hưng,['residential']
Đường Hoàng Lê Kha,['tertiary']
Đường Hoàng Minh Giám,['primary']
Đường Hoàng Thiều Hoa,['residential']
Đường Hoàng Trọng Mậu,['secondary']
Đường Hoàng Văn Hòe,['residential']
Đường Hoàng Văn Thụ,['primary']
Đường Hoàng Xuân Nhị,['residential']
Đường Huỳnh Khương An,['residential']
Đường Huỳnh Mẫn Đạt,['tertiary']
Đường Huỳnh Tấn Chùa,['residential']
Đường Huỳnh Văn Một,['residential']
Đường Hà Tôn Quyền,['tertiary']
Đường Hàn Hải Nguyên,"['residential', 'tertiary']"
Đường Hòa Bình,['secondary']
Đường Hòa Hảo,"['residential', 'tertiary']"
Đường Hùng Vương,['primary']
Đường Hưng Hóa,['residential']
Đường Hưng Long,['residential']
Đường Hưng Phú,['secondary']
Đường Hải Thượng Lãn Ông,"['primary', 'secondary', 'trunk_link']"
Đường Hậu Giang,['secondary']
Đường Học Lạc,"['residential', 'tertiary']"
Đường Hồ Thành Biên,['residential']
Đường Hồ Văn Huê,['secondary']
Đường Hồ Xuân Hương,['residential']
Đường Hồng Bàng,"['primary', 'tertiary']"
Đường Khuông Việt,['tertiary']
Đường Khánh Hội,"['primary', 'secondary', 'tertiary']"
Đường Kinh Dương Vương,"['primary', 'primary_link']"
Đường Kênh Tham Lương,['residential']
Đường Kênh Tân Hóa,['tertiary']
Đường Liên Tỉnh 5,['primary']
Đường Lãnh Binh Thăng,"['secondary', 'tertiary']"
Đường Lão Tử,['residential']
Đường Lê Anh Xuân,['residential']
Đường Lê Cao Lãng,['residential']
Đường Lê Duẩn,['secondary']
Đường Lê Hoàng Phái,['tertiary']
Đường Lê Lợi,['residential']
Đường Lê Ngã,['residential']
Đường Lê Ngô Cát,['residential']
Đường Lê Quang Chiểu,['residential']
Đường Lê Quang Kim,['tertiary']
Đường Lê Quang Sung,"['secondary', 'tertiary']"
Đường Lê Quang Định,['secondary']
Đường Lê Quyên,['residential']
Đường Lê Quát,['residential']
Đường Lê Quý Đôn,['tertiary']
Đường Lê Quốc Hưng,['tertiary']
Đường Lê Thánh Tôn,['tertiary']
Đường Lê Thị Nho,['residential']
Đường Lê Thị Ánh,['residential']
Đường Lê Trực,['residential']
Đường Lê Văn Linh,['tertiary']
Đường Lê Văn Lương,['tertiary']
Đường Lê Văn Sỹ,['secondary']
Đường Lê Văn Thọ,['secondary']
Đường Lê Đình Thám,['residential']
Đường Lê Đại Hành,"['primary_link', 'secondary', 'tertiary']"
Đường Lê Đức Thọ,['tertiary']
Đường Lò Siêu,['residential']
Đường Lô J - Lô K Cư Xá Vĩnh Hội,['residential']
Đường Lô M - Lô N Cư Xá Vĩnh Hội,['residential']
Đường Lý Chiêu Hoàng,['secondary']
Đường Lý Chính Thắng,['tertiary']
Đường Lý Nam Đế,['residential']
Đường Lý Thái Tổ,['primary']
Đường Lý Thường Kiệt,"['primary', 'primary_link']"
Đường Lý Tự Trọng,['tertiary']
Đường Lý Văn Phức,['residential']
Đường Lũy Bán Bích,['secondary']
Đường Lưu Chí Hiếu,['residential']
Đường Lưu Quý Kỳ,['residential']
Đường Lương Minh Nguyệt,['residential']
Đường Lương Ngọc Quyến,"['residential', 'tertiary']"
Đường Lương Nhữ Học,['residential']
Đường Lương Trúc Đàm,['residential']
Đường Lương Đắc Bằng,['residential']
Đường Lạc Long Quân,['secondary']
Đường Mai Xuân Thưởng,['tertiary']
Đường Miếu Bình Đông,['residential']
Đường Mê Linh,['residential']
Đường Mạc Thiên Tích,['residential']
Đường Mạc Vân,['residential']
Đường N,['residential']
Đường N2,['residential']
Đường N3,['residential']
Đường N5,['residential']
Đường NB1,['residential']
Đường NB2,['residential']
Đường NB3,['residential']
Đường Nam Kỳ Khởi Nghĩa,"['primary', 'secondary']"
Đường Nam Đình,['residential']
Đường Nghĩa Hòa,['residential']
Đường Nghĩa Thục,['residential']
Đường Nguyễn An Ninh,['residential']
Đường Nguyễn Bặc,['residential']
Đường Nguyễn Chí Thanh,['secondary']
Đường Nguyễn Chế Nghĩa,['residential']
Đường Nguyễn Công Trứ,['residential']
Đường Nguyễn Cảnh Chân,"[""['primary_link', 'tertiary']"", 'tertiary']"
Đường Nguyễn Cửu Vân,['residential']
Đường Nguyễn Cửu Đàm,['residential']
Đường Nguyễn Du,"['residential', 'tertiary']"
Đường Nguyễn Duy Cung,['residential']
Đường Nguyễn Duy Dương,['tertiary']
Đường Nguyễn Gia Thiều,['residential']
Đường Nguyễn Huy Tưởng,['residential']
Đường Nguyễn Hữu Thọ,['primary']
Đường Nguyễn Khoái,['tertiary']
Đường Nguyễn Khuyến,['residential']
Đường Nguyễn Kiệm,['primary']
Đường Nguyễn Lâm,['residential']
Đường Nguyễn Minh Châu,['residential']
Đường Nguyễn Nghiêm,['residential']
Đường Nguyễn Ngọc Nhựt,['residential']
Đường Nguyễn Oanh,['primary']
Đường Nguyễn Phúc Chu,['residential']
Đường Nguyễn Quang Diêu,['residential']
Đường Nguyễn Quyền,['residential']
Đường Nguyễn Sáng,['residential']
Đường Nguyễn Súy,['residential']
Đường Nguyễn Sơn,['tertiary']
Đường Nguyễn Thiệu Lâu,['residential']
Đường Nguyễn Thượng Hiền,"['residential', 'tertiary']"
Đường Nguyễn Thế Truyện,['residential']
Đường Nguyễn Thị Diệu,['residential']
Đường Nguyễn Thị Mười,['residential']
Đường Nguyễn Thị Nhỏ,['secondary']
Đường Nguyễn Thị Thập,['secondary']
Đường Nguyễn Thức Đường,['tertiary']
Đường Nguyễn Trung Ngạn,['residential']
Đường Nguyễn Trung Trực,['residential']
Đường Nguyễn Trãi,['secondary']
Đường Nguyễn Tuân,['secondary_link']
Đường Nguyễn Tất Thành,"['primary', 'secondary']"
Đường Nguyễn Văn Công,['residential']
Đường Nguyễn Văn Cừ,"['primary', 'residential']"
Đường Nguyễn Văn Dung,['residential']
Đường Nguyễn Văn Luông,['secondary']
Đường Nguyễn Văn Lượng,"['residential', 'tertiary']"
Đường Nguyễn Văn Mai,['residential']
Đường Nguyễn Văn Nghi,['secondary']
Đường Nguyễn Văn Phú,['residential']
Đường Nguyễn Văn Quá,['tertiary']
Đường Nguyễn Văn Săng,['residential']
Đường Nguyễn Văn Thủ,['tertiary']
Đường Nguyễn Văn Trỗi,['primary']
Đường Nguyễn Văn Vịnh,['residential']
Đường Nguyễn Văn Đừng,['residential']
Đường Nguyễn Xuân Phụng,['residential']
Đường Nguyễn Xuân Ôn,['residential']
Đường Nguyễn Xí,['secondary']
Đường Nguyễn Đình Chi,['residential']
Đường Nguyễn Đình Chiểu,['secondary']
Đường Ngô Gia Tự,['primary']
Đường Ngô Quyền,"[""['tertiary', 'primary']"", 'primary', 'tertiary']"
Đường Ngô Sĩ Liên,['tertiary']
Đường Ngô Thị Bì,['tertiary']
Đường Ngô Đức Kế,['residential']
Đường Ngụy Như Kon Tum,['residential']
Đường Nhiêu Tâm,['residential']
Đường Nhiêu Tứ,['residential']
Đường Nhật Tảo,['residential']
Đường Nơ Trang Long,['tertiary']
Đường Nội Bộ,['living_street']
Đường Nội Bộ A,['living_street']
Đường Nội Khu Biệt Thự Hồng Long,['residential']
Đường Pasteur,['secondary']
Đường Phan Cát Tựu,['residential']
Đường Phan Huy Thực,['residential']
Đường Phan Huy Ích,['secondary']
Đường Phan Liêm,['residential']
Đường Phan Thị Hành,['residential']
Đường Phan Tôn,['residential']
Đường Phan Văn Hân,['residential']
Đường Phan Văn Hớn,['secondary']
Đường Phan Văn Khoẻ,['residential']
Đường Phan Văn Trị,"['secondary', 'tertiary']"
Đường Phó Cơ Điều,"['residential', 'tertiary']"
